,vacancy,spec_name_vac,id_empl,skill,date
113,34139075,Инженер-проектировщик,47084,Радиоэлектронная промышленность,19-04-2021
114,34139075,Инженер-проектировщик,47084,Электроэнергетика,19-04-2021
115,34139075,Инженер-проектировщик,47084,Инженер,19-04-2021
116,34139075,Инженер-проектировщик,47084,"Проектирование, Архитектура",19-04-2021
117,34319612,Начинающий специалист в сфере недвижимости,3233859,Продажа,19-04-2021
118,34319612,Начинающий специалист в сфере недвижимости,3233859,Автострахование,19-04-2021
119,34319612,Начинающий специалист в сфере недвижимости,3233859,"Начальный уровень, Мало опыта",19-04-2021
120,34319612,Начинающий специалист в сфере недвижимости,3233859,Недвижимость,19-04-2021
121,34319612,Начинающий специалист в сфере недвижимости,3233859,"Автомобили, Запчасти",19-04-2021
122,34319612,Начинающий специалист в сфере недвижимости,3233859,Секретарь,19-04-2021
123,34496918,Специалист Отдела медицинского обслуживания (Медицинский контакт-центр),955,Младший и средний медперсонал,19-04-2021
124,34496918,Специалист Отдела медицинского обслуживания (Медицинский контакт-центр),955,Регистратура,19-04-2021
125,34496918,Специалист Отдела медицинского обслуживания (Медицинский контакт-центр),955,Фармацевт,19-04-2021
126,34496918,Специалист Отдела медицинского обслуживания (Медицинский контакт-центр),955,Ввод данных,19-04-2021
127,34496918,Специалист Отдела медицинского обслуживания (Медицинский контакт-центр),955,Сотрудник call-центра,19-04-2021
128,34496918,Специалист Отдела медицинского обслуживания (Медицинский контакт-центр),955,Медицинское страхование,19-04-2021
129,34551134,Менеджер оптовых продаж (сегмент B2B),42918,Товары для бизнеса,19-04-2021
130,34551134,Менеджер оптовых продаж (сегмент B2B),42918,"FMCG, Товары народного потребления",19-04-2021
131,34551134,Менеджер оптовых продаж (сегмент B2B),42918,Строительные материалы,19-04-2021
132,34551134,Менеджер оптовых продаж (сегмент B2B),42918,Прямые продажи,19-04-2021
133,34551134,Менеджер оптовых продаж (сегмент B2B),42918,Оптовая торговля,19-04-2021
134,34551134,Менеджер оптовых продаж (сегмент B2B),42918,Менеджер по работе с клиентами,19-04-2021
135,34827080,Frontend-разработчик Vue.js,665470,"Программирование, Разработка",19-04-2021
136,34827080,Frontend-разработчик Vue.js,665470,Инженер,19-04-2021
137,34827080,Frontend-разработчик Vue.js,665470,Электронная коммерция,19-04-2021
138,34827080,Frontend-разработчик Vue.js,665470,Web инженер,19-04-2021
139,34827080,Frontend-разработчик Vue.js,665470,Web мастер,19-04-2021
140,34868254,Региональный менеджер,151270,Дилерские сети,19-04-2021
141,34868254,Региональный менеджер,151270,Строительные материалы,19-04-2021
142,34868254,Региональный менеджер,151270,Прямые продажи,19-04-2021
143,34868254,Региональный менеджер,151270,Оптовая торговля,19-04-2021
144,35151531,Помощник аналитика,41512,"Начальный уровень, Мало опыта",19-04-2021
145,35151531,Помощник аналитика,41512,Аналитик,19-04-2021
146,35194421,Менеджер по сопровождению клиентов банка,109969,Административный персонал,19-04-2021
147,35194421,Менеджер по сопровождению клиентов банка,109969,Продажи,19-04-2021
148,35194421,Менеджер по сопровождению клиентов банка,109969,Консультирование,19-04-2021
149,35194421,Менеджер по сопровождению клиентов банка,109969,Менеджер по работе с клиентами,19-04-2021
150,35194421,Менеджер по сопровождению клиентов банка,109969,"Продажи по телефону, Телемаркетинг",19-04-2021
151,35194421,Менеджер по сопровождению клиентов банка,109969,Сотрудник call-центра,19-04-2021
152,35200217,Оператор call-центра,109969,Административный персонал,19-04-2021
153,35200217,Оператор call-центра,109969,Продажи,19-04-2021
154,35200217,Оператор call-центра,109969,Консультирование,19-04-2021
155,35200217,Оператор call-центра,109969,Менеджер по работе с клиентами,19-04-2021
156,35200217,Оператор call-центра,109969,"Продажи по телефону, Телемаркетинг",19-04-2021
157,35200217,Оператор call-центра,109969,Сотрудник call-центра,19-04-2021
158,35207394,Программист 1С,7500,"Программирование, Разработка",19-04-2021
159,35207394,Программист 1С,7500,Сетевые технологии,19-04-2021
160,35207394,Программист 1С,7500,Системный администратор,19-04-2021
161,35207394,Программист 1С,7500,"Поддержка, Helpdesk",19-04-2021
162,35223727,Менеджер по работе с клиентами (с обучением),5123074,Управление продажами,19-04-2021
163,35223727,Менеджер по работе с клиентами (с обучением),5123074,Менеджер по работе с клиентами,19-04-2021
164,35223727,Менеджер по работе с клиентами (с обучением),5123074,"Начальный уровень, Мало опыта",19-04-2021
165,35223727,Менеджер по работе с клиентами (с обучением),5123074,Жилье,19-04-2021
166,35243986,Менеджер проектов/Project Manager,2915783,Игровое ПО,19-04-2021
167,35243986,Менеджер проектов/Project Manager,2915783,"Программирование, Разработка",19-04-2021
168,35243986,Менеджер проектов/Project Manager,2915783,Развитие бизнеса,19-04-2021
169,35243986,Менеджер проектов/Project Manager,2915783,Управление проектами,19-04-2021
170,35243986,Менеджер проектов/Project Manager,2915783,Другое,19-04-2021
171,35243986,Менеджер проектов/Project Manager,2915783,Стартапы,19-04-2021
172,35366711,Менеджер по оптовым продажам,1564778,Дилерские сети,19-04-2021
173,35366711,Менеджер по оптовым продажам,1564778,Оптовая торговля,19-04-2021
174,35502432,Инженер по информационной безопасности,3095,Компьютерная безопасность,19-04-2021
175,35502432,Инженер по информационной безопасности,3095,Инженер,19-04-2021
176,35502432,Инженер по информационной безопасности,3095,"Поддержка, Helpdesk",19-04-2021
177,35502432,Инженер по информационной безопасности,3095,Экономическая и информационная безопасность,19-04-2021
178,35553679,Менеджер по активным продажам,890736,Услуги для бизнеса,19-04-2021
179,35553679,Менеджер по активным продажам,890736,Системы безопасности,19-04-2021
180,35553679,Менеджер по активным продажам,890736,Торговый представитель,19-04-2021
181,35556776,Ведущий web-разработчик,46769,"Программирование, Разработка",19-04-2021
182,35556776,Ведущий web-разработчик,46769,Web инженер,19-04-2021
183,35556776,Ведущий web-разработчик,46769,Интернет,19-04-2021
184,35556776,Ведущий web-разработчик,46769,Web мастер,19-04-2021
185,35556776,Ведущий web-разработчик,46769,Стартапы,19-04-2021
186,35563924,Инженер-технолог,1975452,Авиационная промышленность,19-04-2021
187,35563924,Инженер-технолог,1975452,Машиностроение,19-04-2021
188,35563924,Инженер-технолог,1975452,"Начальный уровень, Мало опыта",19-04-2021
189,35563924,Инженер-технолог,1975452,Инженер,19-04-2021
190,35563924,Инженер-технолог,1975452,Конструктор,19-04-2021
191,35563924,Инженер-технолог,1975452,Металлургия,19-04-2021
192,35649215,Специалист технической поддержки,3588767,Информационные технологии,19-04-2021
193,35649215,Специалист технической поддержки,3588767,"Поддержка, Helpdesk",19-04-2021
194,35649215,Специалист технической поддержки,3588767,Тестирование,19-04-2021
195,35649215,Специалист технической поддержки,3588767,CRM системы,19-04-2021
196,35649215,Специалист технической поддержки,3588767,Интернет,19-04-2021
197,35649379,Специалист технической поддержки,3588767,Информационные технологии,19-04-2021
198,35649379,Специалист технической поддержки,3588767,"Поддержка, Helpdesk",19-04-2021
199,35649379,Специалист технической поддержки,3588767,Тестирование,19-04-2021
200,35649379,Специалист технической поддержки,3588767,CRM системы,19-04-2021
201,35649379,Специалист технической поддержки,3588767,Интернет,19-04-2021
202,35659919,Помощник в отдел жилой недвижимости(начинающий специалист),3233859,Продажа,19-04-2021
203,35659919,Помощник в отдел жилой недвижимости(начинающий специалист),3233859,"Автомобили, Запчасти",19-04-2021
204,35659919,Помощник в отдел жилой недвижимости(начинающий специалист),3233859,"Начальный уровень, Мало опыта",19-04-2021
205,35659919,Помощник в отдел жилой недвижимости(начинающий специалист),3233859,Автоперевозки,19-04-2021
206,35659919,Помощник в отдел жилой недвижимости(начинающий специалист),3233859,Агент,19-04-2021
207,35659919,Помощник в отдел жилой недвижимости(начинающий специалист),3233859,Жилье,19-04-2021
208,35784515,Менеджер по работе с клиентами,100424,Услуги для бизнеса,19-04-2021
209,35784515,Менеджер по работе с клиентами,100424,Решения по автоматизации процессов,19-04-2021
210,35784515,Менеджер по работе с клиентами,100424,Продажи,19-04-2021
211,35867999,Менеджер оптовых продаж (сегмент B2B),42918,Товары для бизнеса,19-04-2021
212,35867999,Менеджер оптовых продаж (сегмент B2B),42918,"FMCG, Товары народного потребления",19-04-2021
213,35867999,Менеджер оптовых продаж (сегмент B2B),42918,Строительные материалы,19-04-2021
214,35867999,Менеджер оптовых продаж (сегмент B2B),42918,Прямые продажи,19-04-2021
215,35867999,Менеджер оптовых продаж (сегмент B2B),42918,Оптовая торговля,19-04-2021
216,35867999,Менеджер оптовых продаж (сегмент B2B),42918,Менеджер по работе с клиентами,19-04-2021
217,35980548,"Электрогазосварщик ( с. Алексеевка, Алексеевский р-н )",47084,Разнорабочий,19-04-2021
218,35980548,"Электрогазосварщик ( с. Алексеевка, Алексеевский р-н )",47084,Другое,19-04-2021
219,35980548,"Электрогазосварщик ( с. Алексеевка, Алексеевский р-н )",47084,"Электромонтер, Кабельщик",19-04-2021
220,35980548,"Электрогазосварщик ( с. Алексеевка, Алексеевский р-н )",47084,Сварщик,19-04-2021
221,35980548,"Электрогазосварщик ( с. Алексеевка, Алексеевский р-н )",47084,Строительство,19-04-2021
222,35980548,"Электрогазосварщик ( с. Алексеевка, Алексеевский р-н )",47084,Рабочие строительных специальностей,19-04-2021
223,35980612,Электрогазосварщик (Кротовка),47084,Разнорабочий,19-04-2021
224,35980612,Электрогазосварщик (Кротовка),47084,Другое,19-04-2021
225,35980612,Электрогазосварщик (Кротовка),47084,"Электромонтер, Кабельщик",19-04-2021
226,35980612,Электрогазосварщик (Кротовка),47084,Сварщик,19-04-2021
227,35980612,Электрогазосварщик (Кротовка),47084,Строительство,19-04-2021
228,35980612,Электрогазосварщик (Кротовка),47084,Рабочие строительных специальностей,19-04-2021
229,36057819,Менеджер по работе с заказчиками (BIM/ПГС),41144,Продажи,19-04-2021
230,36057819,Менеджер по работе с заказчиками (BIM/ПГС),41144,Системы автоматизированного проектирования,19-04-2021
231,36057819,Менеджер по работе с заказчиками (BIM/ПГС),41144,Решения по автоматизации процессов,19-04-2021
232,36057819,Менеджер по работе с заказчиками (BIM/ПГС),41144,Менеджер по работе с клиентами,19-04-2021
233,36057819,Менеджер по работе с заказчиками (BIM/ПГС),41144,Инженер,19-04-2021
234,36057819,Менеджер по работе с заказчиками (BIM/ПГС),41144,"Проектирование, Архитектура",19-04-2021
235,36093250,Электрогазосварщик (Пестравка),47084,Разнорабочий,19-04-2021
236,36093250,Электрогазосварщик (Пестравка),47084,Другое,19-04-2021
237,36093250,Электрогазосварщик (Пестравка),47084,"Электромонтер, Кабельщик",19-04-2021
238,36093250,Электрогазосварщик (Пестравка),47084,Сварщик,19-04-2021
239,36093250,Электрогазосварщик (Пестравка),47084,Строительство,19-04-2021
240,36093250,Электрогазосварщик (Пестравка),47084,Рабочие строительных специальностей,19-04-2021
241,36194049,Главный специалист по надзору (Руководитель отдела охраны труда),151270,Электроэнергетика,19-04-2021
242,36308601,Специалист поддержки внутренних клиентов,3529,"Начальный уровень, Мало опыта",19-04-2021
243,36308601,Специалист поддержки внутренних клиентов,3529,"Поддержка, Helpdesk",19-04-2021
244,36308601,Специалист поддержки внутренних клиентов,3529,"Начальный уровень, Мало опыта",19-04-2021
245,36308601,Специалист поддержки внутренних клиентов,3529,"Начальный уровень, Мало опыта",19-04-2021
246,36308601,Специалист поддержки внутренних клиентов,3529,Сотрудник call-центра,19-04-2021
247,36308601,Специалист поддержки внутренних клиентов,3529,Консультирование,19-04-2021
248,36436617,Медицинский лабораторный техник (фельдшер-лаборант),2158562,Младший и средний медперсонал,19-04-2021
249,36436617,Медицинский лабораторный техник (фельдшер-лаборант),2158562,Клинические исследования,19-04-2021
250,36436617,Медицинский лабораторный техник (фельдшер-лаборант),2158562,Лаборант,19-04-2021
251,36436617,Медицинский лабораторный техник (фельдшер-лаборант),2158562,"Начальный уровень, Мало опыта",19-04-2021
252,36444843,Инженер,47084,Машиностроение,19-04-2021
253,36444843,Инженер,47084,Автомобильная промышленность,19-04-2021
254,36444843,Инженер,47084,Инженер,19-04-2021
255,36444843,Инженер,47084,Конструктор,19-04-2021
256,36451078,Оператор АЗС (Заводское ш.),1604297,"ГСМ, нефть, бензин",19-04-2021
257,36451078,Оператор АЗС (Заводское ш.),1604297,Розничная торговля,19-04-2021
258,36451294,Программист 1C,47084,"Программирование, Разработка",19-04-2021
259,36451294,Программист 1C,47084,Системная интеграция,19-04-2021
260,36451294,Программист 1C,47084,Системы управления предприятием (ERP),19-04-2021
261,36451294,Программист 1C,47084,Инженер,19-04-2021
262,36451294,Программист 1C,47084,CRM системы,19-04-2021
263,36456326,Специалист по выкладке товара,880548,"Маркетинг, Реклама, PR",19-04-2021
264,36456326,Специалист по выкладке товара,880548,Продажи,19-04-2021
265,36456326,Специалист по выкладке товара,880548,Консультирование,19-04-2021
266,36456326,Специалист по выкладке товара,880548,Консультант,19-04-2021
267,36456326,Специалист по выкладке товара,880548,Менеджмент продукта (Product manager),19-04-2021
268,36456326,Специалист по выкладке товара,880548,Мерчендайзинг,19-04-2021
269,36495998,Senior Frontend Engineer,1084619,"Программирование, Разработка",19-04-2021
270,36495998,Senior Frontend Engineer,1084619,Инженер,19-04-2021
271,36495998,Senior Frontend Engineer,1084619,Web инженер,19-04-2021
272,36519942,Менеджер по работе с клиентами,3153540,Продажа,19-04-2021
273,36519942,Менеджер по работе с клиентами,3153540,Продажи,19-04-2021
274,36519942,Менеджер по работе с клиентами,3153540,Продажи,19-04-2021
275,36519942,Менеджер по работе с клиентами,3153540,Продажи,19-04-2021
276,36519942,Менеджер по работе с клиентами,3153540,Продажи,19-04-2021
277,36519942,Менеджер по работе с клиентами,3153540,"Продажи по телефону, Телемаркетинг",19-04-2021
278,36545085,Lead Business Analyst,2915783,Информационные технологии,19-04-2021
279,36545085,Lead Business Analyst,2915783,"Программирование, Разработка",19-04-2021
280,36545085,Lead Business Analyst,2915783,Управление проектами,19-04-2021
281,36545085,Lead Business Analyst,2915783,Аналитик,19-04-2021
282,36599197,Менеджер по продажам (без поиска),1532685,"Автомобили, Запчасти",19-04-2021
283,36599197,Менеджер по продажам (без поиска),1532685,Торговый представитель,19-04-2021
284,36599197,Менеджер по продажам (без поиска),1532685,Менеджер по работе с клиентами,19-04-2021
285,36599197,Менеджер по продажам (без поиска),1532685,"Продажи по телефону, Телемаркетинг",19-04-2021
286,36599197,Менеджер по продажам (без поиска),1532685,Агент,19-04-2021
287,36599197,Менеджер по продажам (без поиска),1532685,"Гид, Экскурсовод",19-04-2021
288,36599207,Менеджер по продажам (без поиска),1532685,"Автомобили, Запчасти",19-04-2021
289,36599207,Менеджер по продажам (без поиска),1532685,Торговый представитель,19-04-2021
290,36599207,Менеджер по продажам (без поиска),1532685,Менеджер по работе с клиентами,19-04-2021
291,36599207,Менеджер по продажам (без поиска),1532685,"Продажи по телефону, Телемаркетинг",19-04-2021
292,36599207,Менеджер по продажам (без поиска),1532685,Агент,19-04-2021
293,36599207,Менеджер по продажам (без поиска),1532685,"Гид, Экскурсовод",19-04-2021
294,36599442,Менеджер по продажам (без поиска),1532685,"Автомобили, Запчасти",19-04-2021
295,36599442,Менеджер по продажам (без поиска),1532685,Торговый представитель,19-04-2021
296,36599442,Менеджер по продажам (без поиска),1532685,Менеджер по работе с клиентами,19-04-2021
297,36599442,Менеджер по продажам (без поиска),1532685,"Продажи по телефону, Телемаркетинг",19-04-2021
298,36599442,Менеджер по продажам (без поиска),1532685,Агент,19-04-2021
299,36599442,Менеджер по продажам (без поиска),1532685,"Гид, Экскурсовод",19-04-2021
300,36600197,Менеджер по работе с клиентами,1111946,Дилерские сети,19-04-2021
301,36600197,Менеджер по работе с клиентами,1111946,Дистрибуция,19-04-2021
302,36600197,Менеджер по работе с клиентами,1111946,Менеджер по работе с клиентами,19-04-2021
303,36600197,Менеджер по работе с клиентами,1111946,Торговые сети,19-04-2021
304,36600197,Менеджер по работе с клиентами,1111946,Управление закупками,19-04-2021
305,36612761,Главный специалист поддержки прикладных систем,4181,Банковское ПО,19-04-2021
306,36612761,Главный специалист поддержки прикладных систем,4181,Инженер,19-04-2021
307,36612761,Главный специалист поддержки прикладных систем,4181,"Поддержка, Helpdesk",19-04-2021
308,36612761,Главный специалист поддержки прикладных систем,4181,Администратор баз данных,19-04-2021
309,36612761,Главный специалист поддержки прикладных систем,4181,CRM системы,19-04-2021
310,36614044,Оператор колл-центра,1490297,"Телекоммуникации, Сетевые решения",19-04-2021
311,36614044,Оператор колл-центра,1490297,"Начальный уровень, Мало опыта",19-04-2021
312,36614044,Оператор колл-центра,1490297,Сотрудник call-центра,19-04-2021
313,36636223,Менеджер по продажам услуг (микрорайон Крутые Ключи),3961061,Розничная торговля,19-04-2021
314,36636223,Менеджер по продажам услуг (микрорайон Крутые Ключи),3961061,Дилерские сети,19-04-2021
315,36636223,Менеджер по продажам услуг (микрорайон Крутые Ключи),3961061,Прямые продажи,19-04-2021
316,36636223,Менеджер по продажам услуг (микрорайон Крутые Ключи),3961061,Менеджер по работе с клиентами,19-04-2021
317,36636223,Менеджер по продажам услуг (микрорайон Крутые Ключи),3961061,"Продажи по телефону, Телемаркетинг",19-04-2021
318,36636223,Менеджер по продажам услуг (микрорайон Крутые Ключи),3961061,Продажи,19-04-2021
319,36651524,Менеджер по продажам B2B,1740,Продажи,19-04-2021
320,36651524,Менеджер по продажам B2B,1740,Сотрудник call-центра,19-04-2021
321,36681272,Начинающий специалист,4934,Информационные технологии,19-04-2021
322,36681272,Начинающий специалист,4934,Исследования рынка,19-04-2021
323,36681272,Начинающий специалист,4934,Другое,19-04-2021
324,36681272,Начинающий специалист,4934,Административный персонал,19-04-2021
325,36681272,Начинающий специалист,4934,Продажи,19-04-2021
326,36681272,Начинающий специалист,4934,Менеджер по работе с клиентами,19-04-2021
327,36681398,Менеджер активных продаж,4934,"Телекоммуникации, Сетевые решения",19-04-2021
328,36681398,Менеджер активных продаж,4934,Прямые продажи,19-04-2021
329,36681398,Менеджер активных продаж,4934,Менеджер по работе с клиентами,19-04-2021
330,36681398,Менеджер активных продаж,4934,"Начальный уровень, Мало опыта",19-04-2021
331,36681398,Менеджер активных продаж,4934,Продажи,19-04-2021
332,36682461,Оператор АЗС (транспортная развязка Тольятти-Уфа-Самара),1604297,"ГСМ, нефть, бензин",19-04-2021
333,36682461,Оператор АЗС (транспортная развязка Тольятти-Уфа-Самара),1604297,Розничная торговля,19-04-2021
334,36742497,Менеджер по продажам B2B,1740,Продажи,19-04-2021
335,36742497,Менеджер по продажам B2B,1740,Сотрудник call-центра,19-04-2021
336,36760391,Системный администратор,65617,Системный администратор,19-04-2021
337,36760391,Системный администратор,65617,"Поддержка, Helpdesk",19-04-2021
338,36760391,Системный администратор,65617,Администратор баз данных,19-04-2021
339,36798214,Специалист шиномонтажа,97954,Сервисное обслуживание,19-04-2021
340,36798214,Специалист шиномонтажа,97954,Другое,19-04-2021
341,36798214,Специалист шиномонтажа,97954,Автоперевозки,19-04-2021
342,36854259,Специалист по охране труда,121872,Строительство,19-04-2021
343,36854259,Специалист по охране труда,121872,Железнодорожные перевозки,19-04-2021
344,36882872,Специалист по обслуживанию технических средств охраны,1102602,Системы видеонаблюдения,19-04-2021
345,36882872,Специалист по обслуживанию технических средств охраны,1102602,Пожарная безопасность,19-04-2021
346,36882872,Специалист по обслуживанию технических средств охраны,1102602,Строительство,19-04-2021
347,36912484,Оператор автоматической линии / станка с ПУ,1933998,"Начальный уровень, Мало опыта",19-04-2021
348,36912484,Оператор автоматической линии / станка с ПУ,1933998,Мебельное производство,19-04-2021
349,36912484,Оператор автоматической линии / станка с ПУ,1933998,"Деревообработка, Лесная промышленность",19-04-2021
350,36912484,Оператор автоматической линии / станка с ПУ,1933998,Оператор станков,19-04-2021
351,36949972,Аналитик 1С на внедрение крупных проектов,117502,Информационные технологии,19-04-2021
352,36949972,Аналитик 1С на внедрение крупных проектов,117502,"Консалтинг, Аутсорсинг",19-04-2021
